step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_1873322399_2320051372_3641274152_3641274160_stopped,cluster_1873322399_2320051372_3641274152_3641274160_accumulated_waiting_time,cluster_1873322399_2320051372_3641274152_3641274160_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
325.0,80,2337.0,10.47982062780269,3.4666508151920645,10,1225.0,0.024381937409784775,10,1225.0
330.0,78,2215.0,9.844444444444445,3.7007202677330153,11,1268.0,0.0,11,1268.0
335.0,73,1812.0,7.8441558441558445,4.048750448360351,11,1323.0,0.0,11,1323.0
340.0,79,1919.0,8.27155172413793,3.9289565622879548,11,1378.0,0.09266680854180623,11,1378.0
345.0,87,1952.0,8.236286919831224,4.009404891844805,12,1411.0,4.03221781827646e-05,12,1411.0
350.0,91,2153.0,8.860082304526749,3.619854760324674,12,1466.0,0.0,12,1466.0
355.0,100,2229.0,8.987903225806452,3.2468708392322805,12,1526.0,0.0,12,1526.0
360.0,109,2368.0,9.587044534412955,3.089452753234708,12,1586.0,0.0,12,1586.0
365.0,108,2436.0,9.590551181102363,3.186332744127713,9,1561.0,0.0,9,1561.0
370.0,122,2691.0,10.51171875,2.9255661445267096,9,1606.0,0.05467820354630794,9,1606.0
375.0,116,2820.0,10.846153846153847,2.7206015597773883,10,1654.0,0.0021010181852645885,10,1654.0
380.0,120,3118.0,11.946360153256705,2.556075713869667,11,1717.0,0.05136573297722417,11,1717.0
385.0,119,3440.0,12.981132075471699,2.6728780592833044,12,1783.0,0.13410102381582942,12,1783.0
390.0,125,3827.0,14.441509433962263,2.765174164329905,13,1848.0,0.04992930965936639,13,1848.0
395.0,138,4358.0,16.14074074074074,2.481400798301924,13,1913.0,0.05498220868220954,13,1913.0
400.0,135,4656.0,17.11764705882353,2.4634427213307823,12,1889.0,0.00048714507640188663,12,1889.0
405.0,137,4202.0,15.28,2.2783666734078807,7,1241.0,0.04968094708426098,7,1241.0
410.0,149,4597.0,16.417857142857144,2.4452786612130306,7,1117.0,0.0359073020149189,7,1117.0
415.0,147,4869.0,17.08421052631579,2.513173917404079,5,1355.0,0.05984153603647228,5,1355.0
420.0,160,5595.0,19.494773519163765,2.5246978755512366,9,1337.0,0.05954017974725028,9,1337.0
425.0,163,6341.0,21.715753424657535,2.5194896657771797,9,1372.0,0.14170096327229542,9,1372.0
430.0,158,7015.0,23.779661016949152,2.7621534345706356,9,1663.0,0.04764822109757155,9,1663.0
435.0,150,6888.0,23.114093959731544,2.84825973433593,12,1847.0,0.10121923131939127,12,1847.0
440.0,155,7421.0,24.572847682119207,2.8536292491558304,13,1891.0,0.0857964062087943,13,1891.0
445.0,154,7871.0,25.976897689768975,2.8210752216446697,13,1978.0,0.0779321526764957,13,1978.0
450.0,167,8650.0,28.54785478547855,2.9528745723672483,15,1972.0,0.003416837803049917,15,1972.0
455.0,164,9117.0,29.794117647058822,2.916942568495226,10,1922.0,0.02639701074530062,10,1922.0
460.0,166,9043.0,29.077170418006432,3.189177752588478,12,1973.0,1.4916626711966215e-05,12,1973.0
465.0,150,7369.0,23.770967741935483,3.40132930087175,12,2033.0,0.0,12,2033.0
470.0,143,7479.0,24.04823151125402,2.8042537961789353,12,2093.0,0.08581569635729665,12,2093.0
475.0,161,8224.0,26.443729903536976,2.31279191418264,14,2155.0,0.05180683460309392,14,2155.0
480.0,160,8787.0,28.073482428115017,2.2938169557793966,15,2227.0,0.031830512116803836,15,2227.0
485.0,167,9379.0,29.680379746835442,2.433350341696582,17,2308.0,0.0013602733808808487,17,2308.0
490.0,168,9606.0,30.112852664576803,2.2857110160463647,17,2044.0,0.02507281648066283,17,2044.0
495.0,168,9078.0,28.105263157894736,2.2618203888114206,12,1614.0,0.027494742756913017,12,1614.0
500.0,171,9204.0,28.146788990825687,2.1410505197180663,13,1163.0,0.008560116990836142,13,1163.0
505.0,163,8865.0,27.36111111111111,2.2754467773378564,5,1446.0,0.04370806700235395,5,1446.0
510.0,159,8548.0,26.546583850931675,2.6722363235177475,7,1425.0,0.023749364087123283,7,1425.0
515.0,166,8558.0,26.41358024691358,2.833854527255894,6,1459.0,0.07930667262551847,6,1459.0
520.0,171,9064.0,27.803680981595093,2.752813695550863,7,1491.0,0.07534375058976851,7,1491.0
525.0,173,9407.0,28.679878048780488,2.804550042631557,7,1526.0,0.11741919085290123,7,1526.0
530.0,167,9539.0,28.731927710843372,2.694560015711721,7,1561.0,0.07062522605425177,7,1561.0
535.0,163,9066.0,27.062686567164178,2.5461549293635675,8,1600.0,0.15086741048834998,8,1600.0
540.0,169,8582.0,25.315634218289084,2.453698783824575,9,1643.0,0.08975592863751779,9,1643.0
545.0,165,7647.0,22.491176470588236,2.343755826584993,9,1673.0,0.01280091366711654,9,1673.0
550.0,166,6970.0,20.5,2.119302763201441,11,1723.0,0.00255037533033898,11,1723.0
555.0,177,6996.0,20.516129032258064,2.0559000278611026,12,1783.0,1.3706913495491403e-06,12,1783.0
560.0,183,7094.0,20.742690058479532,1.829186402131622,12,1843.0,0.0,12,1843.0
565.0,189,7097.0,20.51156069364162,1.7607730966863095,13,1904.0,0.01302386585667875,13,1904.0
570.0,196,7397.0,21.134285714285713,1.895973477354928,14,1972.0,0.05656600599617916,14,1972.0
575.0,198,8010.0,22.691218130311615,1.7993221256341598,15,2043.0,0.0618812773078506,15,2043.0
580.0,209,8763.0,24.54621848739496,1.6950347508619792,13,1685.0,0.07041626005214924,13,1685.0
585.0,217,9066.0,25.183333333333334,1.7551611062641346,7,1389.0,0.05767207293591667,7,1389.0
590.0,232,9155.0,25.290055248618785,1.68254302887204,11,1436.0,0.024079737899588536,11,1436.0
595.0,208,8261.0,22.695054945054945,2.014811585222849,7,2049.0,0.07300919785645747,7,2049.0
600.0,202,8247.0,22.781767955801104,2.309260861088518,9,1806.0,0.2318772519291833,9,1806.0
605.0,216,8272.0,22.78787878787879,2.1968899921836105,10,2258.0,0.08774649393814817,10,2258.0
610.0,220,8724.0,23.9013698630137,2.0230717418382613,13,2305.0,9.480620451057918e-06,13,2305.0
615.0,220,9369.0,25.52861035422343,2.3114082530401663,13,2367.0,0.0,13,2367.0
620.0,218,10005.0,27.26158038147139,2.0409941930314095,13,2432.0,0.06876237941873166,13,2432.0
625.0,219,10703.0,28.927027027027027,2.0431391129883276,14,2498.0,0.00025853166671902016,14,2498.0
630.0,219,10811.0,29.140161725067387,2.003837907614879,14,2569.0,0.01192316295930779,14,2569.0
635.0,221,10954.0,29.21066666666667,1.9466065321944448,11,2527.0,0.06271327516419765,11,2527.0
640.0,234,11106.0,29.77479892761394,1.839540248053913,14,2520.0,0.010349401606186,14,2520.0
645.0,240,11617.0,30.89627659574468,1.7785421175794818,16,2597.0,2.165596947160944e-06,16,2597.0
650.0,247,12387.0,32.68337730870712,1.5315349035230001,16,2677.0,0.0,16,2677.0
655.0,247,12987.0,34.08661417322835,1.4791446532522154,16,2757.0,0.0,16,2757.0
660.0,258,13820.0,36.08355091383812,1.3297596300216457,16,2837.0,0.0,16,2837.0
665.0,256,14492.0,37.5440414507772,1.2840111592356165,16,2917.0,0.0,16,2917.0
670.0,254,15056.0,38.70437017994858,1.1211548338435695,17,2519.0,0.0002096755395102585,17,2519.0
675.0,252,15190.0,38.651399491094146,1.134550347262749,11,2506.0,0.022438216188057216,11,2506.0
680.0,260,15904.0,40.36548223350254,1.2172208940696152,14,2570.0,0.009855437458764701,14,2570.0
685.0,265,16537.0,41.65491183879093,1.4345587311293062,7,2910.0,0.03775965913170487,7,2910.0
690.0,264,16715.0,41.8922305764411,1.6867739596995224,6,2820.0,0.1358967184790631,6,2820.0
695.0,271,16551.0,41.069478908188586,1.8181705846584402,6,3163.0,0.09073940891569547,6,3163.0
700.0,274,17246.0,42.68811881188119,2.0375513298145282,8,3391.0,0.12535819074285376,8,3391.0
705.0,282,18199.0,44.60539215686274,2.1638006787394652,10,3386.0,0.04177412530635468,10,3386.0
710.0,297,19404.0,47.326829268292684,1.896434504895153,11,3410.0,0.10419248098758879,11,3410.0
715.0,298,20774.0,50.545012165450125,1.6961989740313117,11,3468.0,0.03717103836833013,11,3468.0
720.0,301,22077.0,53.06971153846154,1.7485342212531851,14,3532.0,0.002172681672816706,14,3532.0
725.0,303,23002.0,54.507109004739334,1.7498272286978225,9,2971.0,1.0669007866552522e-06,9,2971.0
730.0,308,24252.0,58.01913875598086,1.3623597360471589,9,3017.0,0.0023986824822219274,9,3017.0
735.0,311,25384.0,60.15165876777251,1.2823042370209428,10,3066.0,9.368406733237413e-07,10,3066.0
740.0,317,26446.0,62.37264150943396,1.1666042646049728,10,3116.0,0.0,10,3116.0
745.0,320,27553.0,64.67840375586854,1.1001044652416148,10,3166.0,0.0,10,3166.0
750.0,327,28640.0,66.75990675990676,0.9063979304867286,10,3216.0,0.04134820980378041,10,3216.0
755.0,329,29864.0,68.96997690531178,0.7989992567314157,12,3271.0,0.0014016228100769339,12,3271.0
760.0,329,30987.0,70.74657534246575,0.8576319421288435,12,2742.0,1.1127054826657529e-05,12,2742.0
765.0,323,31922.0,72.38548752834467,0.9181555474321962,8,1797.0,0.016138487337441592,8,1797.0
770.0,314,32910.0,74.45701357466064,1.1020809256032327,8,1583.0,0.016836491245488288,8,1583.0
775.0,306,33582.0,75.46516853932584,1.2970672821584963,3,2700.0,0.037211301771851564,3,2700.0
780.0,311,33658.0,75.29753914988814,1.4850730966096741,6,2898.0,0.09093231806353594,6,2898.0
785.0,315,33075.0,73.33702882483371,1.5199254768198647,7,2959.0,0.028967939770589028,7,2959.0
790.0,312,31101.0,68.20394736842105,1.7100384208717305,8,2964.0,0.038593750125046476,8,2964.0
795.0,306,30336.0,66.23580786026201,1.6859210082490812,8,3001.0,0.1104920113103475,8,3001.0
800.0,312,29737.0,64.2267818574514,1.6880138993418186,9,3527.0,0.014028844619507125,9,3527.0
805.0,311,29201.0,62.79784946236559,1.5978300202222844,10,3575.0,0.04306225020464702,10,3575.0
810.0,307,28123.0,60.479569892473116,1.5714835500111144,11,4016.0,0.10923655264799592,11,4016.0
815.0,307,27190.0,57.72823779193206,1.307607538368913,11,4034.0,0.04522462302174808,11,4034.0
820.0,315,26977.0,57.154661016949156,1.0904150651046445,13,4098.0,0.0,13,4098.0
825.0,317,26833.0,56.72938689217759,1.1246075075206916,13,4443.0,0.012231200049062776,13,4443.0
830.0,311,26364.0,55.503157894736844,1.1363746971862745,15,4515.0,0.013060098904182114,15,4515.0
835.0,308,26346.0,54.8875,1.1408462874025198,16,4593.0,0.00040079511792107277,16,4593.0
840.0,313,25651.0,53.55114822546973,1.1679607794217441,17,4677.0,1.1006759542992308e-06,17,4677.0
845.0,334,26707.0,55.523908523908524,1.2022897374475021,17,4762.0,0.0,17,4762.0
850.0,350,27680.0,57.30848861283644,1.1541010290149656,16,4762.0,0.0,16,4762.0
855.0,347,28264.0,58.5175983436853,1.0991880013085962,11,3984.0,0.013877167228937178,11,3984.0
860.0,362,29436.0,60.31967213114754,0.9969759409337171,16,4675.0,0.0015307521853430732,16,4675.0
865.0,363,30348.0,61.80855397148676,1.1125684065205275,8,4481.0,0.03828545883592165,8,4481.0
870.0,376,31434.0,63.63157894736842,1.3840553033196534,8,4490.0,0.03119447077161186,8,4490.0
875.0,369,32354.0,65.49392712550608,1.3885560094512537,8,4514.0,0.0,8,4514.0
880.0,391,33690.0,67.78672032193158,1.2847662949908127,8,4554.0,0.08843389349015068,8,4554.0
885.0,388,34652.0,69.72233400402415,1.299710427950564,8,4596.0,0.04957051264452861,8,4596.0
890.0,398,36245.0,72.34530938123753,1.3251425513827264,9,4639.0,9.58222139918787e-07,9,4639.0
895.0,397,37172.0,73.60792079207921,1.3853442991824108,9,4684.0,0.0,9,4684.0
900.0,402,38674.0,76.2800788954635,1.35440952224178,9,4729.0,0.026259457876091706,9,4729.0
905.0,406,39873.0,78.95643564356436,1.2083958147830036,9,4755.0,0.00015731628668573194,9,4755.0
910.0,412,41396.0,81.81027667984189,1.0133297891350648,10,4802.0,0.013702836349245979,10,4802.0
915.0,424,43002.0,84.81656804733728,1.009428705790883,11,4853.0,9.685005354804224e-05,11,4853.0
920.0,433,44812.0,87.86666666666666,0.9251017257905668,11,4908.0,0.08097652291608623,11,4908.0
925.0,442,46850.0,91.147859922179,0.7989943037040158,11,4963.0,0.0,11,4963.0
930.0,440,48869.0,95.82156862745099,0.7407708327097927,12,5019.0,0.09360569245351572,12,5019.0
935.0,440,50890.0,99.39453125,0.6965355286266284,13,5080.0,9.959862281375472e-05,13,5080.0
940.0,442,52667.0,102.46498054474708,0.7306079766049381,12,4414.0,0.02620610076587704,12,4414.0
945.0,444,53932.0,105.13060428849903,0.7208808841336161,8,2899.0,0.02158929238182911,8,2899.0
950.0,440,55148.0,107.08349514563106,0.7977902199983167,8,3386.0,0.020237653114680263,8,3386.0
955.0,437,56858.0,109.3423076923077,0.9188905530476852,6,3965.0,0.025672891721238832,6,3965.0
960.0,440,58845.0,112.94625719769674,0.9811916583614926,7,3975.0,0.022220160622134083,7,3975.0
965.0,446,60816.0,116.282982791587,1.1307756143879908,7,3997.0,0.0990773721688346,7,3997.0
970.0,439,62358.0,118.55133079847909,1.0543726047670445,7,5181.0,0.012125247842959715,7,5181.0
975.0,448,64225.0,121.63825757575758,1.1196296040252165,8,5222.0,0.0009306186625064957,8,5222.0
980.0,457,66269.0,125.27221172022685,0.9496341725060807,11,6363.0,0.14131237360036528,11,6363.0
985.0,456,68268.0,129.29545454545453,0.8228533097959906,12,6418.0,0.06955655491214077,12,6418.0
990.0,457,69485.0,131.60037878787878,0.6865523951441367,13,6480.0,0.053341202064051754,13,6480.0
995.0,463,70468.0,131.9625468164794,0.9114366644510408,12,6533.0,0.032295943436349776,12,6533.0
1000.0,469,72312.0,135.41573033707866,0.782509222454928,13,6594.0,0.03271494976103317,13,6594.0
1005.0,469,73840.0,137.76119402985074,0.7897498278994659,15,7001.0,0.04702742403124047,15,7001.0
1010.0,471,75574.0,140.4721189591078,0.6741893395206684,15,6736.0,0.003264028883139123,15,6736.0
1015.0,464,77500.0,143.7847866419295,0.8201904622689302,16,6815.0,0.058412077454190706,16,6815.0
1020.0,459,79351.0,147.76722532588454,0.7472414552194065,16,6895.0,0.0,16,6895.0
1025.0,464,81094.0,151.01303538175046,0.6983116939721207,16,6975.0,0.0,16,6975.0
1030.0,471,83192.0,154.34508348794063,0.7129760222312943,16,6971.0,9.229739049436971e-05,16,6971.0
1035.0,471,84804.0,156.75415896487985,0.7265815243739837,12,5353.0,0.017291698739913323,12,5353.0
1040.0,475,86724.0,159.4191176470588,0.7911471410876956,16,4821.0,0.07147059721022073,16,4821.0
1045.0,476,88652.0,162.96323529411765,0.9658314758625991,6,4734.0,0.09635297899331188,6,4734.0
1050.0,483,90815.0,166.63302752293578,0.9912300116664232,10,5496.0,0.02542768949833321,10,5496.0
1055.0,490,93192.0,170.05839416058393,1.0161026633129941,12,5546.0,0.0688034912645824,12,5546.0
1060.0,489,95521.0,173.99089253187614,1.0120870078958741,13,5608.0,0.06758043364605949,13,5608.0
1065.0,492,97912.0,178.0218181818182,0.9904515913199301,13,5668.0,0.00018113869437193082,13,5668.0
1070.0,490,100291.0,181.68659420289856,0.9526903235782809,13,5733.0,0.0004939096096779118,13,5733.0
1075.0,489,102606.0,186.55636363636364,0.8969906547046405,11,5772.0,0.06458381540100447,11,5772.0
1080.0,492,105050.0,190.65335753176043,0.9022347119434919,12,5830.0,0.014619332790284047,12,5830.0
1085.0,495,107226.0,193.54873646209387,0.9277691066908589,14,5848.0,0.0010540365573293825,14,5848.0
1090.0,502,109721.0,197.6954954954955,0.7380784893783332,15,5923.0,0.018547309159062057,15,5923.0
1095.0,506,112207.0,202.53971119133573,0.6642153125625434,16,5999.0,0.0005879895788660439,16,5999.0
1100.0,511,114752.0,206.76036036036035,0.5446473169240235,17,6084.0,0.02745584769545041,17,6084.0
1105.0,513,117284.0,209.81037567084078,0.7383393011941894,18,6170.0,4.911453550179475e-06,18,6170.0
1110.0,515,119850.0,215.1705565529623,0.6440671916250232,18,6260.0,0.0,18,6260.0
1115.0,515,122357.0,220.06654676258992,0.5745272111534676,18,6350.0,0.0,18,6350.0
1120.0,516,124842.0,223.7311827956989,0.578163619919518,17,6356.0,0.013310934976405932,17,6356.0
1125.0,506,125777.0,223.80249110320284,0.6887293310504138,15,4769.0,0.009227794360964527,15,4769.0
1130.0,514,127746.0,227.71122994652407,0.5821471049146366,15,3469.0,0.0047636361868955346,15,3469.0
1135.0,503,129559.0,230.12255772646537,0.7498958925094638,6,3227.0,0.10049913496747986,6,3227.0
1140.0,505,131681.0,233.47695035460993,0.981387109964964,7,3186.0,0.20962286752504802,7,3186.0
1145.0,507,134139.0,235.7451669595782,0.9584108169209176,8,3165.0,0.05134667697758589,8,3165.0
1150.0,510,136583.0,238.3647469458988,0.9256432900397539,9,3845.0,0.0823368710392136,9,3845.0
1155.0,512,139079.0,242.29790940766551,0.8567941418335226,12,4576.0,0.057941921153009446,12,4576.0
1160.0,508,140405.0,243.75868055555554,0.817981329054914,14,6047.0,0.02640871204780229,14,6047.0
1165.0,516,142676.0,245.99310344827586,0.845164523531807,15,6781.0,0.026276845839946987,15,6781.0
1170.0,527,145281.0,249.19554030874787,0.7584314008178198,18,6856.0,0.0773041330252824,18,6856.0
1175.0,518,145532.0,249.62607204116637,0.7167163672766292,17,6206.0,0.026790006679623363,17,6206.0
1180.0,522,146122.0,248.50680272108843,0.7673456966351452,17,6262.0,0.008469339784457347,17,6262.0
1185.0,521,147779.0,251.3248299319728,0.7982776948296126,17,6342.0,0.05448448703298012,17,6342.0
1190.0,518,148903.0,251.95093062605753,0.8452937800732393,17,7253.0,0.007119791636825537,17,7253.0
1195.0,530,150175.0,252.81986531986533,0.750771928722016,19,7334.0,5.9654903344341335e-05,19,7334.0
1200.0,524,150808.0,253.45882352941177,0.7510392485417303,19,7420.0,0.0,19,7420.0
1205.0,523,150547.0,252.59563758389262,0.6926968933266482,20,7506.0,0.00010130259728235542,20,7506.0
1210.0,517,150961.0,252.86599664991624,0.7216358344393442,18,7441.0,0.0503238073557871,18,7441.0
1215.0,517,150690.0,251.56928213689483,0.787429920089718,12,6641.0,0.03331984959516116,12,6641.0
1220.0,520,151749.0,252.915,0.6792440100513361,16,6037.0,0.0010715660358413279,16,6037.0
1225.0,524,152867.0,253.51077943615257,0.7665614550496002,11,5903.0,0.02911258486801737,11,5903.0
1230.0,517,153035.0,252.9504132231405,0.9015223430497902,10,5908.0,0.07112323591287245,10,5908.0
1235.0,512,155180.0,255.6507413509061,0.9741122479969868,11,5879.0,0.019896328148339516,11,5879.0
1240.0,513,156971.0,259.02805280528054,0.8938995135680032,10,5919.0,0.06210885605765545,10,5919.0
1245.0,522,159010.0,261.96046128500825,0.8924952813260643,11,5338.0,0.1008472174454873,11,5338.0
1250.0,535,161352.0,264.51147540983607,0.8503517922024101,12,5376.0,0.01683470008003119,12,5376.0
1255.0,546,163517.0,267.18464052287584,0.795316033146233,14,5420.0,0.000263688951646769,14,5420.0
1260.0,536,165593.0,271.01963993453353,0.8084621059394894,14,5477.0,0.0005711174117671202,14,5477.0
1265.0,526,167006.0,272.8856209150327,0.7503187100843292,13,5456.0,0.09754091022281057,13,5456.0
1270.0,536,169262.0,275.671009771987,0.6800093372661754,15,5515.0,0.0586266519248922,15,5515.0
1275.0,536,170662.0,277.9511400651466,0.6226183435358612,18,5587.0,0.001513859484039061,18,5587.0
1280.0,542,172584.0,281.5399673735726,0.46608541190356123,19,5668.0,2.8982929772140542e-06,19,5668.0
1285.0,531,174681.0,284.49674267100977,0.5011153283586419,20,5748.0,5.952045710174981e-07,20,5748.0
1290.0,536,176663.0,288.1941272430669,0.4295397698768678,20,5826.0,0.03666979338627104,20,5826.0
1295.0,544,178966.0,290.0583468395462,0.41714466705279046,21,5903.0,1.9057097784040166e-06,21,5903.0
1300.0,554,181377.0,293.96596434359805,0.3905749955061952,19,5857.0,0.0031011883967689106,19,5857.0
1305.0,530,183235.0,297.4594155844156,0.4691692673401633,14,4030.0,0.05200456274629749,14,4030.0
1310.0,554,185384.0,299.0064516129032,0.4939833268546181,18,4090.0,8.474812440478424e-05,18,4090.0
1315.0,560,187505.0,301.9404186795491,0.5403387725962281,7,3835.0,0.036740523579799574,7,3835.0
1320.0,548,189806.0,305.64573268921094,0.5984142865390357,7,3733.0,0.11744979218052798,7,3733.0
1325.0,551,192136.0,308.40449438202245,0.6127630190450645,8,3771.0,0.009651271018250467,8,3771.0
1330.0,556,194626.0,312.4012841091493,0.5946518986790827,11,3806.0,0.00015591398669708516,11,3806.0
1335.0,565,197303.0,315.6848,0.6471586338575969,11,3846.0,3.6853515990597533e-07,11,3846.0
1340.0,565,199776.0,318.622009569378,0.6808682940336374,11,3885.0,0.08206398883166478,11,3885.0
1345.0,569,202178.0,321.42766295707474,0.6015338783553912,11,3924.0,0.07911331981858978,11,3924.0
1350.0,566,204590.0,324.74603174603175,0.5801816594324869,9,3955.0,0.08026984187233031,9,3955.0
