step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_1873322399_2320051372_3641274152_3641274160_stopped,cluster_1873322399_2320051372_3641274152_3641274160_accumulated_waiting_time,cluster_1873322399_2320051372_3641274152_3641274160_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
325.0,47,725.0,3.419811320754717,4.342268988766256,6,402.0,0.05904385368891808,6,402.0
330.0,45,597.0,2.8028169014084505,4.483705734745628,6,415.0,0.0,6,415.0
335.0,43,606.0,2.792626728110599,4.921765567423465,3,399.0,0.15723380040547655,3,399.0
340.0,49,697.0,3.182648401826484,4.854631561931832,5,431.0,0.09738204692889231,5,431.0
345.0,51,735.0,3.2666666666666666,4.921911952620326,7,462.0,0.0025241799447410416,7,462.0
350.0,61,890.0,3.9035087719298245,4.2420643949051255,9,506.0,0.014403887169785468,9,506.0
355.0,60,935.0,4.08296943231441,3.9492097691614343,10,554.0,0.0010226642067684615,10,554.0
360.0,56,953.0,4.235555555555556,3.716707160082049,9,417.0,0.00788477900129558,9,417.0
365.0,51,793.0,3.432900432900433,3.9038377032159075,7,144.0,0.09139576017085882,7,144.0
370.0,59,937.0,4.091703056768559,3.754228706441374,9,399.0,0.07234819601362692,9,399.0
375.0,71,1133.0,4.883620689655173,3.595743236505987,11,244.0,0.05798713139173089,11,244.0
380.0,75,1229.0,5.274678111587983,3.553791019542889,6,266.0,0.013116042152155952,6,266.0
385.0,65,1253.0,5.309322033898305,3.965239091130674,4,479.0,0.22203839941651374,4,479.0
390.0,62,1316.0,5.576271186440678,4.099121343459743,7,458.0,0.11764327523981774,7,458.0
395.0,67,1431.0,6.037974683544304,4.188514999705904,8,464.0,0.07435841735532349,8,464.0
400.0,79,1647.0,6.8625,4.0710094298330075,9,509.0,1.54995203366247e-06,9,509.0
405.0,78,1660.0,6.775510204081633,3.938376846017768,10,555.0,0.021450376181441966,10,555.0
410.0,79,1471.0,5.979674796747967,3.700810985415179,9,576.0,0.04823272792606797,9,576.0
415.0,75,1208.0,4.890688259109312,3.720608466661533,7,349.0,0.04797692598067709,7,349.0
420.0,68,1020.0,4.129554655870446,3.6355166364267646,7,259.0,0.04658200140804624,7,259.0
425.0,64,1018.0,4.023715415019763,3.4777102699913667,7,498.0,0.1453781959088057,7,498.0
430.0,62,1131.0,4.383720930232558,3.325681392516736,7,324.0,0.0584001019162962,7,324.0
435.0,63,1333.0,5.146718146718147,3.480267903952027,8,267.0,0.13146538270581504,8,267.0
440.0,66,1518.0,5.838461538461538,3.7559977280244157,8,269.0,0.09936706038214718,8,269.0
445.0,60,1571.0,6.019157088122605,3.67429932560567,9,416.0,0.11326258254045507,9,416.0
450.0,66,1824.0,6.909090909090909,3.606789903628638,10,364.0,0.042583495762850414,10,364.0
455.0,63,1766.0,6.54074074074074,3.7850946301735395,7,240.0,0.019787443274373102,7,240.0
460.0,64,1622.0,5.941391941391942,4.2208847531590505,8,354.0,0.0853540992015309,8,354.0
465.0,70,1789.0,6.458483754512636,4.430120785497732,11,331.0,0.03567630352993772,11,331.0
470.0,63,1781.0,6.4296028880866425,4.1803135297816025,5,297.0,0.15880630498617612,5,297.0
475.0,54,1402.0,5.154411764705882,4.285083096007283,9,348.0,0.11178821710831263,9,348.0
480.0,53,1271.0,4.672794117647059,4.0788052983455945,10,351.0,0.01530122819664776,10,351.0
485.0,58,1324.0,4.885608856088561,3.780877694148847,9,370.0,0.012847589393509452,9,370.0
490.0,58,1365.0,4.981751824817518,3.727259108199665,9,360.0,0.06340938536758707,9,360.0
495.0,58,1461.0,5.2178571428571425,3.731269633006239,11,408.0,0.03495459938009275,11,408.0
500.0,59,1427.0,5.133093525179856,3.455444048189454,6,274.0,0.029927457511089967,6,274.0
505.0,56,1471.0,5.329710144927536,3.607853905881958,5,309.0,0.07239802021572311,5,309.0
510.0,56,1618.0,5.86231884057971,3.8756123880302997,5,359.0,0.06052580264419288,5,359.0
515.0,64,1777.0,6.461818181818182,3.598824337409591,4,369.0,0.05933640506465861,4,369.0
520.0,79,1963.0,7.03584229390681,3.2774706524386055,9,403.0,0.010660613919300737,9,403.0
525.0,98,2089.0,7.434163701067615,3.111357601028262,10,546.0,0.13169419853361927,10,546.0
530.0,100,1853.0,6.641577060931899,3.242219506585404,9,301.0,0.05103524713805567,9,301.0
535.0,95,1417.0,5.04270462633452,3.1882278199309972,11,417.0,0.08132103266068397,11,417.0
540.0,100,1270.0,4.456140350877193,3.1242190173597355,12,593.0,0.06199291060803987,12,593.0
545.0,87,1264.0,4.388888888888889,2.707787219750723,9,742.0,0.028268800527725176,9,742.0
550.0,76,1141.0,3.93448275862069,2.8115084219434734,8,727.0,0.050853535556140424,8,727.0
555.0,62,1170.0,4.0344827586206895,3.2650248289185044,9,738.0,0.04193351714678808,9,738.0
560.0,69,1194.0,4.089041095890411,3.2195574394140523,9,773.0,0.007058159651040399,9,773.0
565.0,82,1490.0,4.966666666666667,3.2331488417142253,11,839.0,0.022294893993718055,11,839.0
570.0,103,1882.0,6.211221122112211,3.2649699043579394,13,900.0,0.061314341675996316,13,900.0
575.0,108,2201.0,7.146103896103896,3.2740667755797346,11,773.0,0.09702324959453704,11,773.0
580.0,112,2476.0,8.01294498381877,2.9860986608797124,10,760.0,0.09265893751520471,10,760.0
585.0,119,2869.0,9.254838709677419,2.769612664443538,9,447.0,0.07096116646917991,9,447.0
590.0,122,3307.0,10.565495207667732,2.550194847410983,11,405.0,0.04078655511609616,11,405.0
595.0,124,3550.0,11.234177215189874,2.6342211148709143,10,409.0,0.010591503652388238,10,409.0
600.0,121,3381.0,10.632075471698114,2.6329329653255997,7,527.0,0.2472237968323733,7,527.0
605.0,124,3448.0,10.741433021806854,2.664757403288364,9,455.0,0.05566859724078353,9,455.0
610.0,112,3532.0,10.968944099378882,2.8743412122895684,5,317.0,0.05010847679084976,5,317.0
615.0,117,3686.0,11.411764705882353,2.7809937328267105,7,239.0,0.02880468897537167,7,239.0
620.0,118,4035.0,12.492260061919504,2.9581080105425013,9,291.0,0.12742542695544584,9,291.0
625.0,122,4306.0,13.290123456790123,2.951545222357039,10,338.0,3.862420994176335e-06,10,338.0
630.0,131,4752.0,14.576687116564417,2.8378552669293593,8,356.0,0.05314075090137053,8,356.0
635.0,146,5242.0,15.884848484848485,2.4284240301375886,10,531.0,0.08961515238135981,10,531.0
640.0,158,5789.0,17.542424242424243,2.181672098379705,10,283.0,0.016258176100983946,10,283.0
645.0,144,5975.0,18.328220858895705,2.1837180033141252,6,322.0,0.03103318795674437,6,322.0
650.0,131,5836.0,18.012345679012345,2.1180356929133684,5,261.0,0.052151041597336245,5,261.0
655.0,121,5027.0,15.279635258358663,2.2521577664209667,5,323.0,0.045265525916083814,5,323.0
660.0,127,4723.0,14.312121212121212,2.1515112597496553,6,307.0,0.0017237365039220632,6,307.0
665.0,135,4509.0,13.663636363636364,2.2958371640028736,8,368.0,3.3162659677811216e-05,8,368.0
670.0,151,4607.0,13.876506024096386,2.012129533321388,8,408.0,0.01002630506348662,8,408.0
675.0,168,4731.0,13.997041420118343,1.8250797933932041,11,636.0,1.4853503305804025e-05,11,636.0
680.0,166,4905.0,14.469026548672566,1.8448656019387577,10,650.0,0.0033193167996751916,10,650.0
685.0,154,4884.0,14.156521739130435,2.124822025904533,8,507.0,0.01119578977674571,8,507.0
690.0,152,4736.0,13.648414985590778,2.0190318642160325,8,451.0,0.10925124120778462,8,451.0
695.0,153,4569.0,13.054285714285715,2.167503954952813,8,730.0,0.09976528951312384,8,730.0
700.0,145,3959.0,11.311428571428571,2.2807290683404156,9,966.0,0.13114420613202796,9,966.0
705.0,135,3258.0,9.177464788732394,2.4620674201997037,11,665.0,0.059563138262147146,11,665.0
710.0,117,2688.0,7.529411764705882,2.495684454408893,9,876.0,0.09916076411580736,9,876.0
715.0,116,2311.0,6.401662049861496,2.559013454562148,7,921.0,0.059962167879073186,7,921.0
720.0,102,2141.0,5.865753424657535,3.1208517847181425,10,1261.0,0.06951759773975978,10,1261.0
725.0,107,2173.0,5.920980926430517,2.824849151447956,7,1385.0,0.029917712432657274,7,1385.0
730.0,118,2516.0,6.912087912087912,2.603276232332238,9,1559.0,0.05294243497539673,9,1559.0
735.0,134,2925.0,7.991803278688525,2.505717067886606,13,1620.0,3.5041670946555926e-06,13,1620.0
740.0,131,3191.0,8.69482288828338,2.337353193984539,10,1745.0,0.02947514986854188,10,1745.0
745.0,137,3353.0,9.086720867208673,2.2292550988887774,8,1428.0,0.05891397298685435,8,1428.0
750.0,145,3540.0,9.567567567567568,2.099290324567725,8,1270.0,0.061528991754176,8,1270.0
755.0,153,3828.0,10.208,2.015578934438661,11,695.0,0.017420951379958183,11,695.0
760.0,152,4128.0,10.863157894736842,2.1226172693628818,8,648.0,0.016730740365774793,8,648.0
765.0,156,4464.0,11.74736842105263,2.0343291796472185,6,753.0,0.09173398976269968,6,753.0
770.0,158,4879.0,12.738903394255875,2.301697588842227,8,861.0,0.020276709771695305,8,861.0
775.0,156,5193.0,13.488311688311688,2.4386470228195734,6,750.0,0.021618803385796144,6,750.0
780.0,167,5379.0,13.935233160621761,2.5168393672776244,8,786.0,0.051051128470669414,8,786.0
785.0,187,5341.0,13.694871794871794,2.6270513675494165,10,833.0,0.0001513872932464257,10,833.0
790.0,202,5319.0,13.673521850899743,2.4225520701812635,8,850.0,0.011904667836823087,8,850.0
795.0,215,5712.0,14.75968992248062,2.0078060287203474,5,727.0,0.13510000932735933,5,727.0
800.0,226,6434.0,16.413265306122447,1.8381784823020426,5,789.0,0.0767142676280885,5,789.0
805.0,224,6820.0,17.178841309823678,1.9504033884972776,6,909.0,0.09759538046739354,6,909.0
810.0,225,7247.0,18.393401015228427,1.9141563593367592,8,395.0,0.10999234620587253,8,395.0
815.0,214,7517.0,18.839598997493734,1.980454878837588,9,827.0,0.1278789943561198,9,827.0
820.0,206,7657.0,19.19047619047619,1.9149070133512835,11,540.0,0.02270894352781832,11,540.0
825.0,205,7703.0,18.972906403940886,2.017659750129348,8,913.0,0.05439140308151701,8,913.0
830.0,199,7503.0,18.389705882352942,2.140650870077981,8,970.0,0.07877615083607652,8,970.0
835.0,193,7346.0,17.83009708737864,2.402076392795441,9,898.0,0.002537982269177936,9,898.0
840.0,193,7269.0,17.729268292682928,2.504695321310224,5,1045.0,0.023942183097187278,5,1045.0
845.0,198,7552.0,18.41951219512195,2.502714930017423,7,1120.0,0.0533912903302826,7,1120.0
850.0,210,8121.0,19.711165048543688,2.3401001087171296,9,1163.0,0.04338414355954194,9,1163.0
855.0,219,8117.0,19.606280193236714,2.130068371750542,10,1209.0,0.00012570126780889706,10,1209.0
860.0,211,7544.0,18.091127098321344,1.962701950386835,8,1186.0,0.090662305991846,8,1186.0
865.0,202,7169.0,17.028503562945367,1.8205581150071595,9,675.0,0.018388883375551977,9,675.0
870.0,201,6861.0,16.29691211401425,1.8240170216038747,10,686.0,0.0248100429850945,10,686.0
875.0,197,6405.0,15.141843971631205,1.849797140531782,6,836.0,0.010017103468264739,6,836.0
880.0,189,6142.0,14.69377990430622,1.914611868044789,5,837.0,0.14113247001421433,5,837.0
885.0,185,5806.0,13.95673076923077,2.060016809222242,6,769.0,0.03397569824713063,6,769.0
890.0,173,5571.0,13.391826923076923,2.071848734893209,4,964.0,0.11635382897770262,4,964.0
895.0,189,6067.0,14.619277108433735,2.1422542652748935,6,1062.0,0.00887258678299768,6,1062.0
900.0,195,6508.0,15.606714628297363,2.21621190781824,9,1168.0,0.027935274477399418,9,1168.0
905.0,202,7008.0,16.606635071090047,2.031282543545038,11,1221.0,0.00010034278546670303,11,1221.0
910.0,213,7649.0,18.04009433962264,1.952607885526522,9,1236.0,0.024194033140573723,9,1236.0
915.0,219,8145.0,19.16470588235294,1.8413283793297146,8,1008.0,0.035654775298646295,8,1008.0
920.0,224,8700.0,20.374707259953162,1.774697501257068,8,850.0,0.10050414940668369,8,850.0
925.0,217,8813.0,20.400462962962962,1.799590919569177,9,1538.0,0.05475192034443247,9,1538.0
930.0,214,8839.0,20.748826291079812,1.5764489176017378,10,1153.0,0.12285061561354146,10,1153.0
935.0,218,8922.0,20.797202797202797,1.508437073755792,9,1321.0,0.03065888579869434,9,1321.0
940.0,207,8812.0,20.445475638051043,1.7849059856463425,7,1050.0,0.04525120017612708,7,1050.0
945.0,190,8891.0,20.58101851851852,1.883599230880496,8,952.0,0.036550810925446514,8,952.0
950.0,173,7357.0,16.835240274599542,2.051731063119647,4,599.0,0.021184617714431867,4,599.0
955.0,179,6822.0,15.539863325740319,2.1506397918146725,7,617.0,5.305298661035931e-06,7,617.0
960.0,176,6351.0,14.401360544217686,2.024885935392582,9,655.0,8.942095418691905e-05,9,655.0
965.0,189,6406.0,14.203991130820398,1.8894180455688587,9,700.0,0.0,9,700.0
970.0,197,6270.0,13.871681415929203,1.7460786428936477,10,762.0,0.028941193877482178,10,762.0
975.0,196,6262.0,13.977678571428571,1.4970870447860063,10,742.0,0.006290918758468673,10,742.0
980.0,212,6083.0,13.547884187082404,1.533849324192252,9,478.0,0.19736830148288687,9,478.0
985.0,222,6429.0,14.2549889135255,1.5439440952010457,10,510.0,0.09645119932511922,10,510.0
990.0,207,6192.0,13.668874172185431,1.5542786708042589,5,844.0,0.08134394871663082,5,844.0
995.0,211,6442.0,14.096280087527353,1.7533753459422086,8,566.0,0.016447740113757325,8,566.0
1000.0,215,6852.0,14.99343544857768,1.6683363452732136,10,662.0,0.06438338618758586,10,662.0
1005.0,222,7174.0,15.56182212581345,1.6034076100801757,7,730.0,0.0159063404192184,7,730.0
1010.0,234,7762.0,16.728448275862068,1.4526658026903547,9,751.0,0.01740385551638776,9,751.0
1015.0,246,7988.0,17.141630901287552,1.613574064198923,10,830.0,0.09604694283838618,10,830.0
1020.0,254,8335.0,17.963362068965516,1.485404093648186,9,854.0,0.05292137304237201,9,854.0
1025.0,255,8864.0,18.980728051391864,1.5007460026111576,5,653.0,0.048112750947203,5,653.0
1030.0,252,9335.0,19.904051172707888,1.6601453808980249,8,939.0,0.0618421697896464,8,939.0
1035.0,243,9925.0,21.207264957264957,1.6685327160289996,7,769.0,0.031296983518179146,7,769.0
1040.0,253,10674.0,22.662420382165607,1.659911371659412,7,901.0,0.18672583553455435,7,901.0
1045.0,255,11265.0,23.71578947368421,1.6524850747738236,9,849.0,0.07397202483174581,9,849.0
1050.0,259,12003.0,25.110878661087867,1.6695226622416426,10,567.0,0.03372777398917752,10,567.0
1055.0,255,12534.0,26.058212058212057,1.6333556299035812,6,836.0,0.1298679924090891,6,836.0
1060.0,257,13021.0,26.90289256198347,1.7137137539500613,6,631.0,0.17714864211562958,6,631.0
1065.0,264,13655.0,28.15463917525773,1.5645926146354405,8,562.0,0.0037357608838042913,8,562.0
1070.0,255,14307.0,29.257668711656443,1.7286107093836172,4,554.0,0.06327967974887351,4,554.0
1075.0,245,15049.0,31.028865979381443,1.6614648241477268,4,732.0,0.09560071872088603,4,732.0
1080.0,246,15706.0,32.25051334702259,1.5499858459232259,7,1387.0,0.0019173364246398551,7,1387.0
1085.0,247,16097.0,32.918200408997954,1.6152131300350197,8,1425.0,3.999751336110092e-06,8,1425.0
1090.0,256,15713.0,32.26488706365503,1.4135569729979571,8,1465.0,0.034810039684206213,8,1465.0
1095.0,279,15451.0,31.792181069958847,1.229017920228165,10,1510.0,9.78053964030396e-06,10,1510.0
1100.0,283,15186.0,31.05521472392638,1.149029520104069,8,1486.0,0.054589560581588537,8,1486.0
1105.0,272,13258.0,27.0020366598778,1.2415821344995948,8,556.0,0.09177587598044862,8,556.0
1110.0,245,11894.0,24.273469387755103,1.2451166299077767,9,793.0,0.03303293003555747,9,793.0
1115.0,236,11774.0,23.93089430894309,1.2971277476911367,9,573.0,0.022563079546382897,9,573.0
1120.0,236,12136.0,24.76734693877551,1.3437270445741918,9,1083.0,0.1149658561852666,9,1083.0
1125.0,246,13004.0,26.377281947261665,1.5312192363574373,11,636.0,0.025394053424130234,11,636.0
1130.0,246,13664.0,27.65991902834008,1.472894012244525,5,909.0,0.06955023492254275,5,909.0
1135.0,247,14348.0,28.927419354838708,1.6476082506564778,4,1232.0,0.13007168817899376,4,1232.0
1140.0,252,15036.0,30.375757575757575,1.5949520809803068,6,1145.0,0.2354505114024218,6,1145.0
1145.0,254,15340.0,30.865191146881287,1.6458458499287894,7,1201.0,0.14193732654502852,7,1201.0
1150.0,251,15517.0,31.22132796780684,1.6075736397060916,11,1309.0,0.05427898964755006,11,1309.0
1155.0,250,15362.0,30.971774193548388,1.5061164980901955,11,1362.0,0.10504178156565619,11,1362.0
1160.0,272,16341.0,32.87927565392354,1.348303144806442,9,1356.0,0.006797091079731923,9,1356.0
1165.0,290,17512.0,35.024,1.3322217247484167,7,869.0,0.028036254992784636,7,869.0
1170.0,310,18833.0,37.666,1.2812450076965765,7,885.0,0.1575323714914398,7,885.0
1175.0,315,20093.0,40.26653306613226,1.2305846711609,7,1287.0,0.10530025219324517,7,1287.0
1180.0,318,21417.0,42.66334661354582,1.2567742872347942,8,583.0,0.0438332195461449,8,583.0
1185.0,326,22592.0,45.0938123752495,1.130036247924774,9,941.0,0.1328685300957384,9,941.0
1190.0,331,23539.0,46.89043824701195,1.1726740213851305,9,979.0,0.02721629724711644,9,979.0
1195.0,326,24057.0,47.732142857142854,1.1854809596965923,11,1418.0,0.047242874742546875,11,1418.0
1200.0,325,24524.0,48.466403162055336,1.2903566771881152,6,1740.0,0.02687568425361359,6,1740.0
1205.0,321,24451.0,48.131889763779526,1.3905209020745817,8,1777.0,0.04742647708462103,8,1777.0
1210.0,317,24816.0,48.946745562130175,1.4643752301447166,8,1809.0,0.13287836679478737,8,1809.0
1215.0,323,25406.0,49.62109375,1.7059514079276659,8,2030.0,0.10602305548758895,8,2030.0
1220.0,322,25920.0,50.625,1.6062522340462024,9,2039.0,0.009169252697271679,9,2039.0
1225.0,320,26522.0,51.49902912621359,1.7127160533049635,9,2084.0,8.600717947320564e-07,9,2084.0
1230.0,326,27258.0,52.723404255319146,1.6459966456798425,9,2412.0,0.12116758031551149,9,2412.0
1235.0,323,27974.0,54.10831721470019,1.6812214121602211,10,2225.0,0.010729304815291859,10,2225.0
1240.0,327,28637.0,55.39071566731141,1.5686587735138522,8,1890.0,0.022929290803565393,8,1890.0
1245.0,339,29563.0,56.742802303262955,1.380374679223731,6,1154.0,0.08814795896504089,6,1154.0
1250.0,356,30632.0,58.125237191650854,1.3281094494471928,8,1245.0,0.03959646569039702,8,1245.0
1255.0,364,31591.0,60.17333333333333,1.3980409899996886,10,958.0,0.023551427258554556,10,958.0
1260.0,358,31817.0,60.719465648854964,1.3102145618837644,7,1046.0,0.03344143564596689,7,1046.0
1265.0,345,32626.0,61.908918406072104,1.2571990152781882,4,970.0,0.1711394918880742,4,970.0
1270.0,352,33337.0,63.37832699619772,1.1232339191379304,4,961.0,0.1602937771565874,4,961.0
1275.0,357,34025.0,65.4326923076923,1.063653165689219,7,1133.0,0.0022748032277858975,7,1133.0
1280.0,346,34353.0,65.93666026871401,1.1527528202584627,5,1330.0,0.09572007613504327,5,1330.0
1285.0,338,33953.0,65.54633204633204,1.158243377601172,6,1311.0,0.015568093844666928,6,1311.0
1290.0,331,33138.0,63.84971098265896,1.0895203694046691,9,1422.0,0.1683658884604736,9,1422.0
1295.0,332,33188.0,63.700575815738965,1.0040611101843873,11,1473.0,4.842182666770608e-06,11,1473.0
1300.0,334,32935.0,63.33653846153846,0.9860822982877454,7,1118.0,0.018677821163760704,7,1118.0
1305.0,332,31962.0,61.465384615384615,0.9583702015954921,7,854.0,0.09813154629044485,7,854.0
1310.0,323,30890.0,59.06309751434034,1.2090185889429832,8,888.0,0.030479337989086714,8,888.0
1315.0,318,29377.0,55.7438330170778,1.2773463703723045,8,1315.0,0.0917733124429592,8,1315.0
1320.0,327,28156.0,53.83556405353728,1.1107460594858065,8,1293.0,0.11883996293808421,8,1293.0
1325.0,344,26883.0,50.81852551984877,1.0366310852405451,9,965.0,0.024840882819752264,9,965.0
1330.0,351,24707.0,46.705103969754255,0.9564663518926843,9,1616.0,0.10953910919359591,9,1616.0
1335.0,345,21799.0,40.975563909774436,1.1344490957652629,10,1794.0,0.05409488050559649,10,1794.0
1340.0,326,18591.0,34.684701492537314,1.2825317054088476,7,1978.0,0.1083906897680769,7,1978.0
1345.0,319,16753.0,31.024074074074075,1.3697881352411112,6,1576.0,0.12101003660334302,6,1576.0
1350.0,328,17522.0,32.38817005545287,1.2920451047948172,7,1508.0,0.13109509656483673,7,1508.0
1355.0,326,17789.0,32.64036697247706,1.469383825319589,4,1631.0,0.038829276376529394,4,1631.0
1360.0,319,17969.0,33.09208103130755,1.5827295248137119,6,1653.0,0.14204411907979042,6,1653.0
1365.0,329,18651.0,34.28492647058823,1.5417490288930338,6,1683.0,0.0,6,1683.0
1370.0,343,19339.0,35.41941391941392,1.3268485343090788,6,1836.0,0.1798842068071217,6,1836.0
1375.0,353,20416.0,37.12,1.204290552146327,9,1923.0,0.024469688371992072,9,1923.0
1380.0,371,21750.0,39.40217391304348,1.2044742170333338,11,1975.0,0.04074566597752764,11,1975.0
